frameIndex;frameTime;nCandidates;F0Cand[0];F0Cand[1];F0Cand[2];candVoicing[0];candVoicing[1];candVoicing[2];candScores[0];candScores[1];candScores[2];pcm_LOGenergy
382;3.820000;2;1.100030e+02;7.341896e+01;0;9.477201e-01;0;0;9.354005e-02;1.996958e-03;0;-8.249145e+00
383;3.830000;2;1.368633e+02;5.620941e+01;0;9.161277e-01;5.971052e-01;0;6.539042e-02;1.361259e-02;0;-8.416653e+00
384;3.840000;3;1.446754e+02;8.281410e+01;6.528641e+01;9.079731e-01;7.019725e-01;5.445391e-01;6.283425e-02;1.940239e-02;1.269581e-02;-8.087368e+00
385;3.850000;2;1.056078e+02;9.145891e+01;0;8.647285e-01;8.296915e-01;0;3.762876e-02;2.988753e-02;0;-8.562406e+00
386;3.860000;3;4.248909e+02;1.096771e+02;5.606895e+01;8.915535e-01;8.907807e-01;3.626820e-01;2.195814e-02;2.180278e-02;3.736413e-03;-9.764544e+00
387;3.870000;3;1.713169e+02;1.524659e+02;7.036154e+01;9.093788e-01;8.500407e-01;5.002724e-01;4.156318e-02;2.511686e-02;7.537117e-03;-8.893495e+00
388;3.880000;1;9.487842e+01;0;0;8.922490e-01;0;0;3.936963e-02;0;0;-8.706750e+00
389;3.890000;3;3.786688e+02;9.434443e+01;7.951794e+01;8.776211e-01;8.589154e-01;0;2.677845e-02;2.322805e-02;3.268695e-04;-9.147129e+00
390;3.900000;3;1.554216e+02;1.045783e+02;6.864324e+01;8.848167e-01;8.672684e-01;5.247018e-01;4.927004e-02;4.275610e-02;1.194005e-02;-8.382394e+00
391;3.910000;3;1.293425e+02;8.802411e+01;5.864426e+01;9.085006e-01;8.279265e-01;3.770240e-01;5.996618e-02;3.188679e-02;8.807517e-03;-8.327156e+00
392;3.920000;3;1.231960e+02;8.193236e+01;5.552292e+01;9.230635e-01;7.958537e-01;3.279313e-01;4.723164e-02;1.780015e-02;5.406941e-03;-8.652792e+00
393;3.930000;2;1.047780e+02;7.242993e+01;0;8.777938e-01;5.893238e-01;0;3.943563e-02;1.173498e-02;0;-8.821294e+00
394;3.940000;3;1.408870e+02;9.870969e+01;5.459958e+01;8.923911e-01;8.412563e-01;0;3.218757e-02;2.181925e-02;1.072309e-03;-8.949485e+00
395;3.950000;2;1.203092e+02;8.355803e+01;0;8.908904e-01;8.049979e-01;0;3.223130e-02;1.803439e-02;0;-9.358275e+00
396;3.960000;3;1.313398e+02;1.054229e+02;9.005044e+01;9.229833e-01;7.625688e-01;5.877314e-01;4.702609e-02;1.525407e-02;8.785034e-03;-8.681952e+00
397;3.970000;3;1.627068e+02;1.137758e+02;7.663444e+01;8.625137e-01;7.909371e-01;7.340167e-01;3.800322e-02;2.499212e-02;1.964380e-02;-8.681961e+00
398;3.980000;3;1.243801e+02;9.603737e+01;5.813727e+01;9.267541e-01;7.173550e-01;3.263636e-01;8.165591e-02;2.116067e-02;8.878616e-03;-7.923702e+00
399;3.990000;3;1.058052e+02;7.649242e+01;5.111592e+01;9.131278e-01;6.100345e-01;5.636904e-01;3.317514e-02;7.390386e-03;6.605391e-03;-9.324360e+00
400;4.000000;2;1.210922e+02;8.239624e+01;0;8.950114e-01;6.734315e-01;0;3.736499e-02;1.201249e-02;0;-9.091922e+00
401;4.010000;3;3.939459e+02;1.930554e+02;1.298429e+02;8.866624e-01;8.810621e-01;8.221346e-01;3.318501e-02;3.162245e-02;2.114581e-02;-8.544713e+00
402;4.020000;3;1.994241e+02;9.831789e+01;7.957970e+01;9.006024e-01;8.736922e-01;5.249717e-01;4.545882e-02;3.577370e-02;9.512058e-03;-8.697830e+00
403;4.030000;3;2.075110e+02;1.390156e+02;1.088886e+02;8.935964e-01;8.156430e-01;7.931486e-01;1.922501e-02;1.109591e-02;9.889276e-03;-9.869407e+00
404;4.040000;3;1.505425e+02;1.043550e+02;7.018004e+01;9.060249e-01;8.913044e-01;0;2.516830e-02;2.175980e-02;6.279456e-04;-9.702961e+00
405;4.050000;1;8.919415e+01;0;0;8.093490e-01;0;0;1.766845e-02;0;0;-9.615432e+00
406;4.060000;3;4.683779e+02;3.099990e+02;2.519628e+02;8.665349e-01;8.513529e-01;8.267155e-01;3.031635e-02;2.722002e-02;2.334989e-02;-8.522793e+00
407;4.070000;3;1.263951e+02;1.143926e+02;8.989624e+01;9.329880e-01;8.687975e-01;6.252633e-01;5.704877e-02;2.913778e-02;1.020170e-02;-8.702901e+00
408;4.080000;3;1.539186e+02;1.367460e+02;9.487695e+01;8.845066e-01;7.881054e-01;7.198061e-01;4.458128e-02;2.429906e-02;1.837600e-02;-8.648750e+00
409;4.090000;3;1.369420e+02;8.923357e+01;6.302304e+01;8.801184e-01;7.545152e-01;2.271647e-01;3.475006e-02;1.697007e-02;5.390405e-03;-8.405533e+00
410;4.100000;3;1.137723e+02;1.010112e+02;8.962940e+01;9.338340e-01;8.660622e-01;7.648050e-01;6.118149e-02;3.022399e-02;1.721183e-02;-8.228087e+00
411;4.110000;3;1.289765e+02;1.138731e+02;8.951570e+01;8.690031e-01;8.552383e-01;7.623112e-01;3.773175e-02;3.414399e-02;2.079502e-02;-8.281712e+00
412;4.120000;3;2.256154e+02;1.136341e+02;8.929755e+01;8.389416e-01;8.027141e-01;7.566286e-01;3.433117e-02;2.802695e-02;2.271968e-02;-8.258077e+00
413;4.130000;3;4.086670e+02;2.739348e+02;1.646027e+02;9.227021e-01;8.974730e-01;8.892554e-01;4.974851e-02;3.750675e-02;3.472362e-02;-8.283997e+00
414;4.140000;3;7.067733e+02;2.419347e+02;1.392891e+02;8.735792e-01;8.628590e-01;8.523334e-01;3.774916e-02;3.479834e-02;3.231793e-02;-8.277384e+00
415;4.150000;3;1.494723e+02;1.051391e+02;9.327793e+01;8.946414e-01;7.778139e-01;6.582249e-01;4.964616e-02;2.354174e-02;1.530436e-02;-8.260773e+00
416;4.160000;3;7.770603e+02;1.619337e+02;1.109261e+02;8.885514e-01;8.876966e-01;8.841945e-01;4.137532e-02;4.106041e-02;3.981869e-02;-8.198537e+00
417;4.170000;3;1.183786e+02;9.056493e+01;7.951794e+01;9.246998e-01;8.316880e-01;5.439125e-01;5.350561e-02;2.393759e-02;8.833797e-03;-8.503715e+00
418;4.180000;3;1.499901e+02;1.299752e+02;9.392154e+01;9.145794e-01;8.869082e-01;7.168972e-01;4.104788e-02;3.100433e-02;1.238538e-02;-8.767426e+00
419;4.190000;3;2.370193e+02;8.552696e+01;8.039529e+01;8.468754e-01;8.171032e-01;6.792484e-01;1.741874e-02;1.458329e-02;8.315585e-03;-9.893264e+00
420;4.200000;3;1.197584e+02;4.408411e+02;1.080259e+02;8.767235e-01;8.736445e-01;8.326563e-01;1.405620e-02;1.371369e-02;1.035473e-02;-1.044495e+01
421;4.210000;3;3.746492e+02;1.452196e+02;1.233327e+02;8.648760e-01;8.399372e-01;8.218682e-01;2.818674e-02;2.379506e-02;2.138139e-02;-8.879843e+00
422;4.220000;3;1.513257e+02;1.061503e+02;9.669025e+01;9.053507e-01;6.822442e-01;5.698169e-01;3.386945e-02;1.008863e-02;7.451991e-03;-8.912976e+00
423;4.230000;3;3.901543e+02;2.621463e+02;1.278749e+02;9.093606e-01;8.983741e-01;8.630358e-01;4.805442e-02;4.285936e-02;3.180117e-02;-8.304902e+00
424;4.240000;3;3.928124e+02;1.112662e+02;8.325705e+01;9.213143e-01;8.851648e-01;4.797239e-01;4.234865e-02;2.901751e-02;6.404739e-03;-8.538486e+00
425;4.250000;3;1.101939e+02;1.005086e+02;7.610194e+01;9.099696e-01;8.197786e-01;3.115822e-01;4.326690e-02;2.161418e-02;5.658391e-03;-8.392782e+00
426;4.260000;3;1.132332e+02;7.659013e+01;5.249012e+01;9.215547e-01;5.381815e-01;0;4.726088e-02;8.027811e-03;3.503765e-03;-8.670846e+00
427;4.270000;3;3.668726e+02;1.227639e+02;9.100735e+01;9.147182e-01;8.920377e-01;7.022566e-01;4.383674e-02;3.462761e-02;1.255603e-02;-8.776356e+00
428;4.280000;3;1.569768e+02;9.611456e+01;6.337986e+01;8.864325e-01;8.014808e-01;3.790288e-01;3.177822e-02;1.817946e-02;5.811819e-03;-9.121119e+00
429;4.290000;3;1.685216e+02;1.410922e+02;1.154222e+02;8.880626e-01;8.697916e-01;7.260469e-01;3.347674e-02;2.877925e-02;1.367861e-02;-8.985725e+00
430;4.300000;3;7.459573e+02;6.305777e+02;1.842109e+02;8.566306e-01;8.272563e-01;8.103746e-01;3.057952e-02;2.537959e-02;2.312014e-02;-8.930755e+00
431;4.310000;3;3.475776e+02;1.692127e+02;1.389934e+02;9.228603e-01;9.014564e-01;8.813472e-01;3.507353e-02;2.745545e-02;2.280234e-02;-9.136778e+00
432;4.320000;3;1.510279e+02;1.049115e+02;9.277753e+01;9.186895e-01;8.790228e-01;7.368746e-01;3.293763e-02;2.213786e-02;1.017832e-02;-9.104007e+00
433;4.330000;3;6.819562e+02;9.771051e+01;8.612357e+01;9.156360e-01;9.064897e-01;7.432683e-01;3.043200e-02;2.745544e-02;1.000019e-02;-9.133484e+00
434;4.340000;3;7.406165e+02;3.753809e+02;1.510449e+02;9.108076e-01;8.896074e-01;8.835894e-01;3.531680e-02;2.853442e-02;2.705931e-02;-8.894978e+00
435;4.350000;3;6.828504e+02;1.371145e+02;9.707500e+01;9.262879e-01;8.983455e-01;8.789589e-01;3.898460e-02;2.826866e-02;2.374100e-02;-9.051960e+00
436;4.360000;2;1.049310e+02;7.081467e+01;0;8.918239e-01;6.429314e-01;0;3.837750e-02;1.162670e-02;0;-8.707033e+00
437;4.370000;3;3.479208e+02;1.690426e+02;1.144311e+02;9.120910e-01;9.013500e-01;8.243717e-01;4.688552e-02;4.178062e-02;2.346808e-02;-8.773310e+00
438;4.380000;3;1.534266e+02;1.252292e+02;1.052078e+02;9.094008e-01;8.754824e-01;8.313555e-01;3.799328e-02;2.764399e-02;2.041076e-02;-8.577437e+00
439;4.390000;3;1.416889e+02;9.992372e+01;8.671301e+01;9.129906e-01;7.980724e-01;5.099187e-01;3.705506e-02;1.596681e-02;6.578785e-03;-8.786509e+00
440;4.400000;3;1.083675e+02;8.384686e+01;7.290716e+01;8.688892e-01;6.229145e-01;4.071052e-01;2.835946e-02;9.860447e-03;6.271317e-03;-8.802030e+00
441;4.410000;3;7.105745e+02;3.602769e+02;2.430355e+02;9.108837e-01;8.829930e-01;8.810304e-01;4.255826e-02;3.241374e-02;3.187903e-02;-8.878366e+00
442;4.420000;3;1.599118e+02;1.095248e+02;7.390533e+01;9.014840e-01;8.773314e-01;5.220484e-01;3.491550e-02;2.804088e-02;7.196826e-03;-8.734787e+00
443;4.430000;3;7.198036e+02;3.649292e+02;2.441381e+02;8.916865e-01;8.512011e-01;8.484163e-01;4.799260e-02;3.493469e-02;3.429290e-02;-8.396562e+00
444;4.440000;3;1.103255e+02;9.707500e+01;8.612357e+01;8.805622e-01;7.071763e-01;2.912713e-01;3.576814e-02;1.458921e-02;6.027788e-03;-8.612044e+00
445;4.450000;3;1.514857e+02;1.223054e+02;8.049271e+01;8.940163e-01;8.371258e-01;6.657923e-01;3.396081e-02;2.209861e-02;1.076963e-02;-8.942695e+00
446;4.460000;3;3.472956e+02;2.331719e+02;1.137384e+02;9.181585e-01;9.027142e-01;8.856040e-01;3.590047e-02;3.020119e-02;2.568401e-02;-9.033365e+00
447;4.470000;3;1.250289e+02;1.051391e+02;8.985188e+01;9.124775e-01;6.598731e-01;4.028948e-01;4.083507e-02;1.050781e-02;5.985523e-03;-8.557853e+00
448;4.480000;3;6.911354e+02;1.399313e+02;9.820623e+01;9.112149e-01;8.830231e-01;8.366722e-01;5.341676e-02;4.054317e-02;2.903739e-02;-8.410857e+00
449;4.490000;3;1.555235e+02;1.278745e+02;1.057882e+02;8.878043e-01;8.723438e-01;7.602916e-01;4.023076e-02;3.535839e-02;1.883004e-02;-8.467572e+00
450;4.500000;3;7.082780e+02;3.596995e+02;1.437303e+02;9.244339e-01;9.068711e-01;8.997750e-01;4.837652e-02;3.925337e-02;3.647413e-02;-8.516494e+00
451;4.510000;3;1.587952e+02;7.745877e+02;1.091192e+02;9.034090e-01;9.024662e-01;8.681097e-01;2.923126e-02;2.894869e-02;2.140776e-02;-8.919054e+00
452;4.520000;3;7.185541e+02;3.646363e+02;2.447844e+02;9.214901e-01;9.129727e-01;8.960528e-01;4.082161e-02;3.682640e-02;3.083199e-02;-8.809649e+00
453;4.530000;3;6.767835e+02;3.437404e+02;2.309209e+02;8.859600e-01;8.710981e-01;8.441841e-01;3.634282e-02;3.215260e-02;2.659891e-02;-8.830727e+00
454;4.540000;3;6.271916e+02;1.528637e+02;1.257467e+02;9.064364e-01;9.032493e-01;8.575808e-01;3.339199e-02;3.229200e-02;2.193718e-02;-8.842316e+00
455;4.550000;3;7.001063e+02;1.418782e+02;1.162526e+02;9.161077e-01;9.019893e-01;8.873934e-01;3.818147e-02;3.268142e-02;2.844531e-02;-8.795530e+00
456;4.560000;3;6.583166e+02;3.338634e+02;1.611217e+02;9.043515e-01;9.014539e-01;8.809642e-01;3.208812e-02;3.114464e-02;2.578368e-02;-8.990233e+00
457;4.570000;3;7.279966e+02;1.498716e+02;1.223772e+02;8.656036e-01;8.497615e-01;8.494703e-01;2.476002e-02;2.214918e-02;2.210633e-02;-9.173183e+00
458;4.580000;3;6.845588e+02;3.473399e+02;2.336990e+02;8.895724e-01;8.758762e-01;8.588501e-01;4.250345e-02;3.781350e-02;3.325228e-02;-8.840868e+00
459;4.590000;3;6.356183e+02;2.171629e+02;1.561722e+02;8.625557e-01;8.544078e-01;8.446364e-01;3.559921e-02;3.360694e-02;3.149327e-02;-8.536679e+00
460;4.600000;3;3.587469e+02;2.411974e+02;1.433334e+02;9.198743e-01;9.146082e-01;8.955517e-01;4.054624e-02;3.804579e-02;3.110435e-02;-8.715087e+00
461;4.610000;3;1.092423e+02;9.542930e+01;7.341896e+01;9.195630e-01;8.064656e-01;6.497898e-02;3.843844e-02;1.597583e-02;3.306742e-03;-9.148384e+00
462;4.620000;2;1.440861e+02;1.189551e+02;0;9.387119e-01;6.239001e-01;0;4.019034e-02;6.549296e-03;0;-9.296807e+00
463;4.630000;2;1.052324e+02;9.355176e+01;0;9.134719e-01;9.134231e-01;0;2.633017e-02;2.631534e-02;0;-1.004656e+01
464;4.640000;1;5.500070e+01;0;0;7.192003e-01;0;0;1.206725e-02;0;0;-1.044420e+01
465;4.650000;2;1.515746e+02;5.356550e+01;0;8.145510e-01;7.344862e-01;0;1.182325e-02;8.257985e-03;0;-1.071140e+01
466;4.660000;2;1.993094e+02;9.761852e+01;0;9.155552e-01;8.751066e-01;0;9.783084e-03;6.614689e-03;0;-1.156549e+01
467;4.670000;1;1.149823e+02;0;0;9.082906e-01;0;0;1.370881e-02;0;0;-1.078241e+01
468;4.680000;3;1.146516e+02;9.998314e+01;9.433125e+01;9.119661e-01;8.458025e-01;8.347577e-01;1.667151e-02;9.518044e-03;8.881859e-03;-1.078927e+01
469;4.690000;3;1.419154e+02;1.302934e+02;5.766720e+01;8.749989e-01;8.713933e-01;6.748533e-01;1.623478e-02;1.577962e-02;6.241381e-03;-1.080561e+01
470;4.700000;3;1.571988e+02;8.248460e+01;6.191916e+01;8.393012e-01;6.860022e-01;5.186930e-01;1.073817e-02;5.495617e-03;3.585261e-03;-1.083197e+01
471;4.710000;2;1.918294e+02;9.106452e+01;0;8.268912e-01;8.176301e-01;0;1.175652e-02;1.115950e-02;0;-1.054619e+01
472;4.720000;2;1.293492e+02;5.278338e+01;0;8.762747e-01;5.074592e-01;0;1.277778e-02;3.209753e-03;0;-1.065420e+01
473;4.730000;3;1.994368e+02;1.182573e+02;1.103756e+02;8.990242e-01;6.849740e-01;5.369544e-01;8.690726e-03;2.785651e-03;1.895175e-03;-1.138821e+01
474;4.740000;2;1.239425e+02;1.016342e+02;0;9.247468e-01;7.906513e-01;0;1.507374e-02;5.418459e-03;0;-1.048421e+01
475;4.750000;3;1.402970e+02;1.306487e+02;9.582999e+01;8.954225e-01;8.710838e-01;8.670759e-01;1.960850e-02;1.590651e-02;1.542691e-02;-1.007189e+01
476;4.760000;3;1.450793e+02;8.485253e+01;5.552762e+01;9.009860e-01;8.285441e-01;0;1.187890e-02;6.859937e-03;1.752541e-04;-1.088293e+01
477;4.770000;2;1.717503e+02;1.158138e+02;0;8.503020e-01;7.473046e-01;0;1.143087e-02;6.771701e-03;0;-1.057977e+01
478;4.780000;2;3.468875e+02;9.285188e+01;0;8.187230e-01;7.594754e-01;0;1.227456e-02;9.251011e-03;0;-1.071371e+01
479;4.790000;3;1.324745e+02;9.293183e+01;6.083629e+01;8.969580e-01;5.895050e-01;0;1.385852e-02;3.478751e-03;1.077299e-03;-1.054182e+01
480;4.800000;3;1.242940e+02;1.083783e+02;9.789533e+01;9.051597e-01;8.889025e-01;7.898074e-01;1.971046e-02;1.682617e-02;8.893487e-03;-9.962460e+00
481;4.810000;3;1.573156e+02;1.390750e+02;6.272582e+01;8.535557e-01;7.782049e-01;6.582881e-01;1.950723e-02;1.288001e-02;8.360030e-03;-1.014912e+01
482;4.820000;3;3.589245e+02;2.411911e+02;1.176027e+02;8.387527e-01;8.211305e-01;8.084348e-01;1.276995e-02;1.151186e-02;1.074893e-02;-1.055230e+01
483;4.830000;3;1.503987e+02;1.001655e+02;6.513627e+01;9.310429e-01;7.998084e-01;0;2.939989e-02;1.012696e-02;1.205723e-03;-9.839779e+00
484;4.840000;2;1.545376e+02;8.788763e+01;0;8.935315e-01;8.715507e-01;0;1.751991e-02;1.452183e-02;0;-1.018305e+01
485;4.850000;3;4.983955e+02;2.439602e+02;8.749411e+01;8.424680e-01;7.935131e-01;7.456850e-01;1.447353e-02;1.104207e-02;8.965433e-03;-1.049269e+01
486;4.860000;3;2.262663e+02;1.150741e+02;5.405727e+01;8.935417e-01;8.436288e-01;6.959697e-01;1.546962e-02;1.053180e-02;5.416794e-03;-1.076813e+01
487;4.870000;2;1.100610e+02;7.390504e+01;0;8.953964e-01;2.304998e-01;0;1.688499e-02;2.295296e-03;0;-1.056222e+01
488;4.880000;3;4.789010e+02;1.185086e+02;9.350036e+01;8.711950e-01;8.079572e-01;7.963918e-01;1.285212e-02;8.620044e-03;8.130408e-03;-1.079789e+01
489;4.890000;3;4.422799e+02;2.178949e+02;1.795017e+02;8.749142e-01;8.311288e-01;8.307071e-01;1.363405e-02;1.009898e-02;1.007382e-02;-1.076647e+01
490;4.900000;2;1.049292e+02;6.778777e+01;0;9.215723e-01;0;0;1.862837e-02;1.520047e-04;0;-1.025569e+01
491;4.910000;3;2.407740e+02;1.199222e+02;9.274775e+01;8.824092e-01;8.775802e-01;8.092588e-01;1.354853e-02;1.301409e-02;8.352583e-03;-1.044330e+01
492;4.920000;3;1.047448e+02;7.341896e+01;6.778777e+01;9.031162e-01;0;0;1.096582e-02;4.439207e-04;1.191860e-04;-1.082767e+01
493;4.930000;1;1.091313e+02;0;0;8.277324e-01;0;0;2.093873e-02;0;0;-9.794410e+00
494;4.940000;1;5.240951e+01;0;0;7.766949e-01;0;0;1.878467e-02;0;0;-1.003759e+01
495;4.950000;1;1.414783e+02;0;0;9.361740e-01;0;0;2.702075e-02;0;0;-1.023899e+01
496;4.960000;3;1.723879e+02;8.372284e+02;1.204129e+02;8.774858e-01;8.760308e-01;8.617045e-01;1.148669e-02;1.135188e-02;1.017592e-02;-1.054534e+01
497;4.970000;1;9.693010e+01;0;0;9.152834e-01;0;0;1.501959e-02;0;0;-1.079616e+01
498;4.980000;1;8.972136e+01;0;0;8.920973e-01;0;0;1.686066e-02;0;0;-1.091137e+01
499;4.990000;3;2.064436e+02;1.011358e+02;7.904800e+01;8.701162e-01;8.491459e-01;6.442479e-01;1.008570e-02;8.683684e-03;3.682253e-03;-1.138540e+01
500;5.000000;2;1.131170e+02;7.341896e+01;0;9.281162e-01;0;0;1.731494e-02;5.475670e-04;0;-1.103321e+01
501;5.010000;2;2.235633e+02;1.100372e+02;0;7.818044e-01;7.138864e-01;0;1.133653e-02;8.645451e-03;0;-1.102417e+01
502;5.020000;3;1.590816e+02;7.499886e+01;5.258536e+01;8.986433e-01;6.655272e-01;6.143005e-01;1.844718e-02;5.590125e-03;4.847673e-03;-1.065721e+01
503;5.030000;2;9.624255e+01;1.236431e+02;0;8.798795e-01;8.771757e-01;0;1.025961e-02;1.003376e-02;0;-1.097336e+01
504;5.040000;2;1.045735e+02;7.027171e+01;0;9.256095e-01;4.921941e-01;0;1.523034e-02;2.231153e-03;0;-1.093955e+01
505;5.050000;3;1.252330e+02;1.318519e+02;2.533283e+02;8.948666e-01;8.923919e-01;8.933259e-01;1.308551e-02;1.278459e-02;1.289652e-02;-1.093268e+01
506;5.060000;3;1.525344e+02;1.073700e+02;7.398905e+01;8.994265e-01;8.069085e-01;0;1.415986e-02;7.375297e-03;1.161750e-03;-1.085365e+01
507;5.070000;3;1.828615e+02;1.259378e+02;8.812715e+01;8.589052e-01;8.497490e-01;8.401912e-01;1.387793e-02;1.303222e-02;1.225280e-02;-1.083294e+01
508;5.080000;3;1.471571e+02;9.865688e+01;6.413982e+01;8.872379e-01;8.132930e-01;5.010856e-01;1.510249e-02;9.121183e-03;3.413389e-03;-1.063301e+01
509;5.090000;1;8.517290e+01;0;0;8.342805e-01;0;0;1.853555e-02;0;0;-1.011578e+01
510;5.100000;3;1.565771e+02;1.046054e+02;6.830331e+01;9.059196e-01;8.569362e-01;5.896155e-01;3.978372e-02;2.616222e-02;9.120393e-03;-9.064317e+00
511;5.110000;3;1.289780e+02;8.854330e+01;5.789688e+01;9.320853e-01;7.981077e-01;2.693864e-01;7.708336e-02;2.593014e-02;7.165338e-03;-8.136371e+00
512;5.120000;2;1.100661e+02;7.673985e+01;0;9.042923e-01;5.501711e-01;0;6.925922e-02;1.473591e-02;0;-7.773949e+00
513;5.130000;3;2.830411e+02;9.742152e+01;6.492883e+01;9.005063e-01;8.939655e-01;6.508775e-01;8.566669e-02;8.038229e-02;2.441348e-02;-7.539622e+00
514;5.140000;3;1.247459e+02;8.526207e+01;5.583373e+01;9.066377e-01;8.263227e-01;5.886924e-01;9.287014e-02;4.992343e-02;2.108049e-02;-7.427531e+00
515;5.150000;2;1.086775e+02;7.616070e+01;0;8.867360e-01;5.656227e-01;0;6.742609e-02;1.758136e-02;0;-7.537454e+00
516;5.160000;2;9.708260e+01;6.533561e+01;0;9.099827e-01;5.885507e-01;0;8.733077e-02;1.910630e-02;0;-7.482236e+00
517;5.170000;3;1.276407e+02;8.634018e+01;5.703624e+01;9.012165e-01;8.178318e-01;6.011145e-01;8.215369e-02;4.454908e-02;2.034525e-02;-7.576807e+00
518;5.180000;3;1.136907e+02;8.155914e+01;5.001112e+01;8.926433e-01;7.532160e-01;5.368656e-01;7.677386e-02;3.339836e-02;1.779653e-02;-7.520627e+00
519;5.190000;2;1.006656e+02;6.702915e+01;0;8.965704e-01;5.541302e-01;0;7.929680e-02;1.839468e-02;0;-7.513525e+00
520;5.200000;3;1.354783e+02;9.276030e+01;5.957772e+01;9.003649e-01;8.190776e-01;5.300858e-01;7.054276e-02;3.884834e-02;1.495706e-02;-7.756686e+00
521;5.210000;3;1.197052e+02;8.404269e+01;5.137423e+01;9.050719e-01;8.123287e-01;5.945796e-01;7.929586e-02;4.010950e-02;1.856691e-02;-7.739059e+00
522;5.220000;2;1.069874e+02;7.437127e+01;0;8.852292e-01;5.792128e-01;0;6.480575e-02;1.767593e-02;0;-7.636724e+00
523;5.230000;2;9.681659e+01;6.537421e+01;0;8.957335e-01;6.448256e-01;0;7.421983e-02;2.178829e-02;0;-7.707084e+00
524;5.240000;3;1.277346e+02;8.615896e+01;5.713757e+01;9.075196e-01;7.681515e-01;6.207201e-01;8.341281e-02;3.327192e-02;2.033867e-02;-7.628472e+00
525;5.250000;2;1.156921e+02;8.210423e+01;0;9.027256e-01;7.721078e-01;0;8.322041e-02;3.552212e-02;0;-7.453957e+00
526;5.260000;2;9.985300e+01;6.716396e+01;0;8.972309e-01;5.519723e-01;0;9.017494e-02;2.068444e-02;0;-7.347839e+00
527;5.270000;3;1.354980e+02;9.332329e+01;6.021106e+01;9.089598e-01;8.133282e-01;5.975057e-01;1.083767e-01;5.285553e-02;2.451373e-02;-7.136524e+00
528;5.280000;3;1.172265e+02;8.299696e+01;5.022166e+01;9.173466e-01;8.034557e-01;3.707692e-01;1.211842e-01;5.096199e-02;1.591830e-02;-7.035859e+00
529;5.290000;2;1.030238e+02;7.202611e+01;0;8.979753e-01;5.031685e-01;0;1.009382e-01;2.072772e-02;0;-7.056439e+00
530;5.300000;3;1.345218e+02;9.224843e+01;5.955180e+01;9.024040e-01;8.364699e-01;6.259972e-01;1.114549e-01;6.651711e-02;2.908414e-02;-6.994029e+00
531;5.310000;3;1.183201e+02;8.293938e+01;5.009655e+01;9.003452e-01;8.245578e-01;5.435628e-01;9.909699e-02;5.628916e-02;2.163603e-02;-7.092793e+00
532;5.320000;2;1.015851e+02;6.754073e+01;0;9.088004e-01;5.597242e-01;0;1.243818e-01;2.576471e-02;0;-6.782578e+00
533;5.330000;3;1.306750e+02;9.103672e+01;5.851599e+01;8.990059e-01;8.203435e-01;6.028357e-01;1.098464e-01;6.175029e-02;2.793262e-02;-6.886233e+00
534;5.340000;3;1.147505e+02;8.195274e+01;5.001170e+01;9.080430e-01;7.645920e-01;4.450795e-01;1.191682e-01;4.655045e-02;1.974760e-02;-6.878280e+00
535;5.350000;2;1.005038e+02;6.673248e+01;0;9.057125e-01;5.969552e-01;0;1.207287e-01;2.824303e-02;0;-6.899440e+00
536;5.360000;3;1.316174e+02;8.943317e+01;5.846319e+01;9.175138e-01;7.800744e-01;5.293605e-01;1.272556e-01;4.772899e-02;2.230333e-02;-6.879342e+00
537;5.370000;2;1.150103e+02;8.259612e+01;0;9.036956e-01;8.014881e-01;0;1.071693e-01;5.199119e-02;0;-6.979589e+00
538;5.380000;2;1.008934e+02;6.752171e+01;0;9.031492e-01;5.801405e-01;0;1.161887e-01;2.680175e-02;0;-6.977570e+00
539;5.390000;3;1.352590e+02;9.204391e+01;5.951015e+01;9.128228e-01;7.931911e-01;6.061970e-01;1.214059e-01;5.117681e-02;2.687593e-02;-6.952929e+00
540;5.400000;3;1.178021e+02;8.310944e+01;5.054511e+01;9.105907e-01;8.206835e-01;5.712337e-01;1.171953e-01;5.843494e-02;2.443836e-02;-7.042948e+00
541;5.410000;2;1.030428e+02;7.287458e+01;0;8.870146e-01;5.643573e-01;0;8.399873e-02;2.178536e-02;0;-7.143130e+00
542;5.420000;3;2.784661e+02;1.396158e+02;9.504246e+01;9.091113e-01;9.057245e-01;8.957090e-01;9.892707e-02;9.537312e-02;8.621402e-02;-7.190434e+00
543;5.430000;3;1.217432e+02;8.446111e+01;5.520779e+01;9.123710e-01;8.206975e-01;5.806127e-01;1.040500e-01;5.085149e-02;2.174076e-02;-7.320798e+00
544;5.440000;2;1.101800e+02;7.810086e+01;0;8.792378e-01;6.859544e-01;0;8.176067e-02;3.144003e-02;0;-7.385565e+00
545;5.450000;3;1.572508e+02;9.689345e+01;6.685769e+01;8.843291e-01;8.715617e-01;5.435100e-01;6.651423e-02;5.990242e-02;1.685418e-02;-7.676566e+00
546;5.460000;3;2.753839e+02;1.389297e+02;9.403905e+01;9.080451e-01;9.005830e-01;8.832075e-01;8.498824e-02;7.860922e-02;6.691431e-02;-7.551110e+00
547;5.470000;3;2.451645e+02;1.243543e+02;8.415898e+01;9.055614e-01;9.029873e-01;7.214390e-01;7.432781e-02;7.235563e-02;2.519884e-02;-7.813019e+00
