frameIndex;frameTime;nCandidates;F0Cand[0];F0Cand[1];F0Cand[2];candVoicing[0];candVoicing[1];candVoicing[2];candScores[0];candScores[1];candScores[2];pcm_LOGenergy
0;0.000000;3;2.126282e+02;1.055676e+02;5.126869e+01;9.187087e-01;8.645182e-01;0;3.340695e-02;2.004471e-02;2.242848e-04;-9.259329e+00
1;0.010000;2;1.174565e+02;8.161424e+01;0;9.302839e-01;4.590805e-01;0;6.396721e-02;8.244374e-03;0;-8.694253e+00
2;0.020000;3;1.528021e+02;1.055467e+02;7.218586e+01;8.804330e-01;7.691993e-01;6.112123e-01;3.062184e-02;1.586373e-02;9.417378e-03;-9.370586e+00
3;0.030000;3;1.819586e+02;1.271258e+02;8.711320e+01;9.075207e-01;8.807019e-01;8.450917e-01;3.889120e-02;3.014826e-02;2.321779e-02;-9.245550e+00
4;0.040000;2;9.736794e+01;6.581301e+01;0;8.829911e-01;6.595637e-01;0;4.881267e-02;1.677704e-02;0;-8.541055e+00
5;0.050000;3;1.339784e+02;9.078485e+01;5.964749e+01;9.048407e-01;7.843990e-01;0;3.737423e-02;1.649577e-02;1.810282e-03;-9.116467e+00
6;0.060000;3;1.484776e+02;1.037982e+02;6.722476e+01;9.309006e-01;7.218019e-01;0;5.902999e-02;1.466199e-02;2.892420e-03;-8.496025e+00
7;0.070000;2;1.442413e+02;8.681722e+01;0;9.030528e-01;7.774186e-01;0;5.610045e-02;2.443503e-02;0;-8.456018e+00
8;0.080000;3;1.400101e+02;8.681761e+01;5.815166e+01;8.840747e-01;8.522032e-01;5.228033e-01;4.175214e-02;3.274856e-02;1.014284e-02;-8.858766e+00
9;0.090000;3;1.010806e+02;8.257120e+01;6.714687e+01;8.994978e-01;6.047906e-01;5.108144e-01;3.496766e-02;8.892315e-03;7.184036e-03;-9.178204e+00
10;0.100000;3;3.593132e+02;2.432979e+02;1.214962e+02;8.690187e-01;8.657205e-01;8.517882e-01;3.515046e-02;3.428708e-02;3.106400e-02;-8.733057e+00
11;0.110000;1;1.007607e+02;0;0;9.274240e-01;0;0;3.260424e-02;0;0;-9.530449e+00
12;0.120000;3;5.186837e+02;3.467371e+02;1.898998e+02;8.725738e-01;8.644501e-01;8.373739e-01;2.889350e-02;2.716187e-02;2.263959e-02;-8.813152e+00
13;0.130000;2;1.013477e+02;6.826026e+01;0;8.723956e-01;5.348514e-01;0;4.552864e-02;1.248988e-02;0;-8.496800e+00
14;0.140000;3;1.951968e+02;1.002883e+02;9.061381e+01;9.054267e-01;8.028061e-01;6.376413e-01;4.329906e-02;2.076604e-02;1.130078e-02;-8.768373e+00
15;0.150000;2;1.011007e+02;6.710132e+01;0;9.209386e-01;6.200473e-01;0;5.955742e-02;1.239284e-02;0;-8.651189e+00
16;0.160000;3;1.189533e+02;8.439194e+01;5.585051e+01;9.213629e-01;5.505022e-01;0;4.525576e-02;7.917237e-03;1.878847e-03;-9.095132e+00
17;0.170000;3;9.320486e+01;7.439989e+01;6.371494e+01;8.670979e-01;6.828403e-01;4.068249e-01;1.168834e-02;4.897866e-03;2.618799e-03;-9.953731e+00
18;0.180000;2;1.243993e+02;1.007031e+02;0;8.905917e-01;6.521760e-01;0;3.251420e-02;1.022737e-02;0;-8.947843e+00
19;0.190000;3;4.272775e+02;1.486055e+02;1.054819e+02;8.995482e-01;8.885053e-01;8.254007e-01;3.815778e-02;3.437850e-02;2.195323e-02;-8.822245e+00
20;0.200000;2;1.007061e+02;6.772332e+01;0;8.699441e-01;6.435581e-01;0;3.889677e-02;1.419237e-02;0;-8.706703e+00
21;0.210000;3;1.175535e+02;1.060810e+02;8.483873e+01;9.180847e-01;7.846470e-01;4.714404e-01;2.646313e-02;1.006596e-02;4.101210e-03;-9.666835e+00
22;0.220000;3;4.429596e+02;1.431994e+02;1.299224e+02;8.829998e-01;8.618736e-01;6.158904e-01;2.157621e-02;1.827616e-02;6.572134e-03;-9.419981e+00
23;0.230000;3;3.479893e+02;1.212478e+02;8.267395e+01;8.843302e-01;8.750728e-01;6.830630e-01;3.201074e-02;2.963868e-02;1.168269e-02;-9.218485e+00
24;0.240000;3;1.920654e+02;1.283531e+02;9.327793e+01;8.820076e-01;7.114404e-01;6.453075e-01;3.552667e-02;1.452690e-02;1.181834e-02;-9.012032e+00
25;0.250000;3;3.071469e+02;1.018468e+02;6.521011e+01;8.744295e-01;8.655977e-01;0;3.285936e-02;3.070011e-02;1.457580e-03;-8.520954e+00
26;0.260000;3;2.246174e+02;8.895464e+01;7.342899e+01;9.000918e-01;8.921853e-01;0;2.561755e-02;2.373889e-02;9.520745e-04;-9.547050e+00
27;0.270000;3;1.149787e+02;1.005560e+02;7.783540e+01;9.131109e-01;7.462463e-01;2.728406e-01;3.301402e-02;1.130450e-02;3.944884e-03;-9.461254e+00
28;0.280000;3;1.390488e+02;1.091590e+02;7.399705e+01;8.817212e-01;8.398686e-01;3.008493e-01;2.558328e-02;1.889673e-02;4.328051e-03;-9.323093e+00
29;0.290000;3;1.191893e+02;8.281357e+01;5.539684e+01;8.991901e-01;7.432302e-01;0;2.222704e-02;8.726516e-03;7.585375e-04;-9.794865e+00
30;0.300000;3;2.243544e+02;1.014742e+02;5.138318e+01;7.994264e-01;7.658826e-01;4.674842e-01;1.495702e-02;1.281401e-02;5.633604e-03;-9.586523e+00
31;0.310000;3;1.138413e+02;8.259635e+01;5.284581e+01;8.958388e-01;6.092761e-01;5.503924e-01;2.211897e-02;5.896588e-03;5.124332e-03;-9.973350e+00
32;0.320000;2;1.027599e+02;6.800402e+01;0;9.093207e-01;3.884698e-01;0;2.968148e-02;4.401252e-03;0;-9.546137e+00
33;0.330000;2;1.193345e+02;1.096503e+02;0;8.943696e-01;7.906204e-01;0;2.245400e-02;1.132788e-02;0;-9.586798e+00
34;0.340000;3;1.204648e+02;9.298527e+01;8.056292e+01;9.279728e-01;7.490381e-01;2.125009e-01;2.338005e-02;6.710179e-03;2.138414e-03;-1.033903e+01
35;0.350000;3;1.237839e+02;8.001261e+01;5.288393e+01;9.166993e-01;4.023325e-01;1.903780e-01;3.346109e-02;4.663686e-03;3.442759e-03;-9.537177e+00
36;0.360000;3;1.573121e+02;1.335839e+02;1.235182e+02;8.923056e-01;8.859157e-01;8.122655e-01;1.884039e-02;1.778514e-02;1.080785e-02;-9.915711e+00
37;0.370000;2;1.219671e+02;8.943978e+01;0;7.716514e-01;7.570635e-01;0;1.854955e-02;1.743568e-02;0;-9.962299e+00
38;0.380000;2;1.359640e+02;5.306420e+01;0;8.960816e-01;7.120354e-01;0;3.278304e-02;1.183049e-02;0;-9.511067e+00
39;0.390000;3;1.521859e+02;1.124233e+02;1.064212e+02;9.047723e-01;8.571718e-01;8.559026e-01;2.662678e-02;1.775284e-02;1.759647e-02;-9.670950e+00
40;0.400000;1;8.777637e+01;0;0;8.721990e-01;0;0;2.137292e-02;0;0;-1.000913e+01
41;0.410000;3;3.094548e+02;1.604611e+02;1.024771e+02;9.173337e-01;8.984171e-01;8.814048e-01;2.895098e-02;2.355978e-02;2.018015e-02;-9.660422e+00
42;0.420000;2;9.214781e+01;6.010843e+01;0;9.121372e-01;0;0;2.196341e-02;9.722735e-04;0;-1.001861e+01
43;0.430000;3;2.633192e+02;1.323654e+02;5.183910e+01;8.406720e-01;7.038524e-01;6.994022e-01;2.594089e-02;1.395625e-02;1.374964e-02;-9.653114e+00
44;0.440000;3;3.488380e+02;1.202256e+02;8.281811e+01;8.703762e-01;8.650240e-01;6.851002e-01;2.461340e-02;2.363740e-02;1.013174e-02;-9.418165e+00
45;0.450000;2;2.028537e+02;9.974986e+01;0;9.145908e-01;8.970215e-01;0;2.753937e-02;2.284083e-02;0;-9.796665e+00
46;0.460000;2;1.023645e+02;3.081615e+02;0;9.226986e-01;9.225471e-01;0;2.814276e-02;2.808770e-02;0;-9.686209e+00
47;0.470000;3;1.662370e+02;1.205412e+02;9.227210e+01;8.766300e-01;7.934627e-01;6.449880e-01;4.788711e-02;2.860418e-02;1.664121e-02;-8.278069e+00
48;0.480000;3;1.349707e+02;9.264780e+01;5.949709e+01;8.566005e-01;8.514581e-01;4.791423e-01;3.620271e-02;3.494941e-02;9.967118e-03;-8.553818e+00
49;0.490000;3;1.064568e+02;8.204716e+01;5.061573e+01;8.774531e-01;7.455183e-01;6.314801e-01;3.176842e-02;1.529823e-02;1.056420e-02;-9.054790e+00
50;0.500000;2;1.094670e+02;9.340254e+01;0;9.017463e-01;4.530362e-01;0;1.490698e-02;2.677810e-03;0;-1.046257e+01
51;0.510000;3;3.586589e+02;1.892376e+02;1.179788e+02;9.048656e-01;8.930777e-01;8.744733e-01;2.688464e-02;2.392069e-02;2.037538e-02;-9.795985e+00
52;0.520000;3;1.409449e+02;9.863177e+01;6.513627e+01;9.225518e-01;9.040576e-01;0;3.062408e-02;2.472087e-02;1.771628e-04;-9.721851e+00
53;0.530000;3;1.065033e+02;8.359608e+01;7.249177e+01;9.094936e-01;6.524833e-01;1.789763e-01;2.660219e-02;6.928210e-03;2.932520e-03;-9.619162e+00
54;0.540000;2;1.190406e+02;9.283743e+01;0;8.971362e-01;7.963372e-01;0;2.391273e-02;1.207759e-02;0;-9.537770e+00
55;0.550000;3;1.315891e+02;3.759413e+02;9.362361e+01;9.011810e-01;9.009711e-01;8.858872e-01;2.599443e-02;2.593934e-02;2.251056e-02;-9.536107e+00
56;0.560000;3;1.372929e+02;9.433272e+01;6.247053e+01;9.367456e-01;7.470389e-01;0;5.113812e-02;1.278738e-02;1.973629e-03;-9.050338e+00
57;0.570000;3;1.598697e+02;1.407084e+02;8.337859e+01;8.647410e-01;7.961978e-01;7.388495e-01;3.717526e-02;2.467239e-02;1.925436e-02;-8.797667e+00
58;0.580000;1;9.609183e+01;0;0;8.900471e-01;0;0;1.746846e-02;0;0;-9.964151e+00
59;0.590000;3;1.465071e+02;1.054117e+02;8.275488e+01;9.282397e-01;7.937582e-01;0;1.729255e-02;6.016814e-03;6.554960e-04;-1.035825e+01
60;0.600000;3;1.832529e+02;1.700300e+02;8.669880e+01;9.288140e-01;8.542674e-01;7.287124e-01;2.100943e-02;1.026248e-02;5.512888e-03;-1.023849e+01
61;0.610000;3;9.542900e+01;2.643177e+02;8.429611e+01;8.383449e-01;8.261987e-01;5.783221e-01;2.022528e-02;1.881183e-02;7.753596e-03;-9.716130e+00
62;0.620000;3;1.041801e+02;1.508336e+02;6.763564e+01;8.819932e-01;8.819560e-01;5.412475e-01;1.525917e-02;1.525436e-02;3.925179e-03;-1.029112e+01
63;0.630000;3;2.328655e+02;1.586739e+02;1.167212e+02;9.248856e-01;8.815466e-01;8.487566e-01;2.634844e-02;1.670824e-02;1.308585e-02;-9.785999e+00
64;0.640000;2;1.053935e+02;8.985560e+01;0;9.032800e-01;3.578160e-01;0;2.244756e-02;3.380850e-03;0;-9.683936e+00
65;0.650000;3;1.159875e+02;8.021427e+01;7.423038e+01;8.680805e-01;6.651127e-01;5.047624e-01;1.651506e-02;6.505649e-03;4.399220e-03;-1.003601e+01
66;0.660000;3;2.631671e+02;1.325001e+02;8.990220e+01;9.262031e-01;9.249063e-01;6.914687e-01;2.158672e-02;2.121392e-02;5.163277e-03;-9.858593e+00
67;0.670000;3;3.767428e+02;1.844678e+02;1.375325e+02;9.295133e-01;9.199442e-01;9.017143e-01;2.087256e-02;1.837766e-02;1.496900e-02;-9.939022e+00
68;0.680000;3;2.857950e+02;9.710609e+01;8.275488e+01;9.118178e-01;9.029922e-01;2.697230e-01;2.512473e-02;2.283892e-02;3.033855e-03;-9.786996e+00
69;0.690000;3;3.769423e+02;1.835536e+02;1.233327e+02;8.739203e-01;8.297340e-01;8.006772e-01;1.688459e-02;1.250281e-02;1.068019e-02;-9.923128e+00
70;0.700000;2;1.179767e+02;1.106789e+02;0;9.022943e-01;8.606737e-01;0;2.128222e-02;1.492465e-02;0;-9.626946e+00
71;0.710000;2;5.397977e+02;2.632199e+02;0;9.069232e-01;8.977271e-01;0;2.356991e-02;2.145055e-02;0;-9.377109e+00
72;0.720000;2;1.040528e+02;9.322469e+01;0;8.024201e-01;7.233273e-01;0;3.387224e-02;2.418914e-02;0;-8.674798e+00
73;0.730000;3;1.470785e+02;1.333150e+02;6.177787e+01;8.974918e-01;7.391332e-01;6.498811e-01;4.443230e-02;1.745979e-02;1.300895e-02;-8.255456e+00
74;0.740000;3;9.423708e+02;4.783767e+02;2.335250e+02;9.278267e-01;9.130160e-01;8.944339e-01;3.917510e-02;3.250476e-02;2.678317e-02;-8.662177e+00
75;0.750000;3;9.501296e+02;1.197482e+02;1.088671e+02;9.094710e-01;8.914796e-01;2.260673e-01;2.702271e-02;2.254266e-02;3.160918e-03;-8.939115e+00
76;0.760000;3;9.821047e+02;4.986802e+02;9.750399e+01;9.225593e-01;9.125708e-01;9.095538e-01;2.898719e-02;2.567549e-02;2.481906e-02;-9.319410e+00
77;0.770000;2;4.598265e+02;3.077912e+02;0;9.078746e-01;8.938094e-01;0;2.141285e-02;1.857667e-02;0;-9.436515e+00
78;0.780000;3;9.436900e+02;4.785294e+02;3.213371e+02;9.003401e-01;8.933961e-01;8.612837e-01;3.243051e-02;3.031804e-02;2.329952e-02;-9.255292e+00
79;0.790000;3;1.619676e+02;9.821047e+02;1.399002e+02;9.261617e-01;9.257971e-01;7.915543e-01;2.378859e-02;2.367171e-02;8.426700e-03;-9.637280e+00
80;0.800000;2;9.990033e+01;8.945651e+01;0;8.831322e-01;6.297477e-01;0;1.887389e-02;5.957427e-03;0;-9.389376e+00
81;0.810000;3;4.789010e+02;1.344316e+02;1.185086e+02;9.099338e-01;8.771700e-01;8.745202e-01;2.024090e-02;1.484183e-02;1.452841e-02;-9.793777e+00
82;0.820000;3;8.767115e+02;4.446664e+02;2.989778e+02;9.210413e-01;8.966416e-01;8.738651e-01;1.853230e-02;1.415741e-02;1.160096e-02;-1.015379e+01
83;0.830000;3;1.177396e+02;1.053712e+02;9.309792e+01;9.053844e-01;8.882893e-01;6.767449e-01;2.468653e-02;2.090874e-02;7.225658e-03;-9.687212e+00
84;0.840000;3;8.978840e+02;4.563132e+02;3.063455e+02;8.034244e-01;7.845629e-01;7.620475e-01;1.973969e-02;1.801149e-02;1.630721e-02;-9.515018e+00
85;0.850000;3;9.505480e+02;8.357903e+02;2.351824e+02;8.897663e-01;8.629081e-01;8.578535e-01;1.684882e-02;1.354790e-02;1.306615e-02;-9.954510e+00
86;0.860000;3;1.502776e+02;1.295590e+02;1.138731e+02;9.274876e-01;9.000041e-01;9.844535e-02;2.804166e-02;2.033453e-02;2.255403e-03;-9.336794e+00
87;0.870000;2;9.665130e+01;8.692145e+01;0;9.119070e-01;1.365518e-01;0;2.523524e-02;2.574617e-03;0;-9.297367e+00
88;0.880000;3;9.216295e+02;3.135999e+02;1.017521e+02;8.180193e-01;7.960334e-01;7.563462e-01;1.801666e-02;1.607462e-02;1.345632e-02;-9.613195e+00
89;0.890000;3;8.713093e+02;4.421755e+02;2.156138e+02;8.838670e-01;8.648871e-01;8.426911e-01;2.890850e-02;2.484760e-02;2.134166e-02;-9.511221e+00
90;0.900000;3;8.361305e+02;1.677698e+02;1.187936e+02;9.132525e-01;9.035768e-01;8.866611e-01;2.177225e-02;1.958748e-02;1.666406e-02;-9.754416e+00
91;0.910000;3;4.609502e+02;1.007878e+02;9.054084e+01;9.097130e-01;8.903694e-01;8.413815e-01;2.505333e-02;2.063282e-02;1.426057e-02;-9.707444e+00
92;0.920000;3;4.421694e+02;2.156138e+02;1.431211e+02;9.210857e-01;8.992912e-01;8.830214e-01;2.381676e-02;1.866256e-02;1.606691e-02;-9.679143e+00
93;0.930000;2;1.173165e+02;1.059704e+02;0;9.337432e-01;7.516029e-01;0;2.267729e-02;6.048884e-03;0;-1.014452e+01
94;0.940000;2;1.240048e+02;9.753767e+01;0;9.033070e-01;8.737787e-01;0;1.536119e-02;1.176758e-02;0;-1.019471e+01
95;0.950000;2;8.925080e+01;8.053603e+01;0;8.207721e-01;6.095316e-01;0;1.459651e-02;6.699908e-03;0;-1.022278e+01
96;0.960000;3;4.647033e+02;3.080516e+02;1.679489e+02;7.854804e-01;7.700988e-01;7.125905e-01;9.043425e-03;8.438373e-03;6.749922e-03;-1.068993e+01
97;0.970000;1;1.170719e+02;0;0;9.271650e-01;0;0;1.671183e-02;0;0;-1.085373e+01
98;0.980000;3;2.442971e+02;1.238401e+02;9.472011e+01;8.940268e-01;8.483718e-01;8.514348e-01;1.059309e-02;7.403529e-03;7.556167e-03;-1.102643e+01
99;0.990000;3;4.537889e+02;3.408987e+02;2.243908e+02;8.746791e-01;8.627295e-01;8.373969e-01;1.015254e-02;9.268750e-03;7.824731e-03;-1.056861e+01
100;1.000000;2;2.766113e+02;9.323806e+01;0;8.773906e-01;8.639550e-01;0;1.280882e-02;1.154383e-02;0;-1.048000e+01
101;1.010000;3;1.521112e+02;1.378431e+02;8.962940e+01;9.128950e-01;8.719565e-01;2.728325e-01;1.732330e-02;1.178464e-02;2.075102e-03;-1.027332e+01
102;1.020000;1;9.890982e+01;0;0;9.235018e-01;0;0;2.081417e-02;0;0;-1.055554e+01
103;1.030000;2;2.559745e+02;8.390810e+01;0;7.404044e-01;7.015208e-01;0;1.137335e-02;9.891715e-03;0;-1.063220e+01
104;1.040000;3;1.624466e+02;1.385133e+02;1.228307e+02;8.949516e-01;8.838187e-01;7.995994e-01;1.165034e-02;1.053395e-02;6.107012e-03;-1.057782e+01
105;1.050000;1;1.011920e+02;0;0;8.999059e-01;0;0;2.445794e-02;0;0;-1.014302e+01
106;1.060000;3;2.244668e+02;1.146546e+02;5.208995e+01;8.497784e-01;8.420401e-01;6.923838e-01;2.132924e-02;2.028436e-02;1.041595e-02;-9.581754e+00
107;1.070000;2;1.256300e+02;1.096327e+02;0;9.151894e-01;7.860201e-01;0;1.960071e-02;7.768708e-03;0;-1.009954e+01
108;1.080000;3;1.146266e+02;9.008781e+01;7.854259e+01;9.441724e-01;4.660998e-01;3.166281e-01;4.149089e-02;4.338517e-03;3.389567e-03;-9.693542e+00
109;1.090000;2;1.331389e+02;5.533225e+01;0;9.199619e-01;2.057448e-01;0;2.482093e-02;2.501237e-03;0;-1.013932e+01
110;1.100000;3;1.232731e+02;8.443105e+01;5.129654e+01;8.325644e-01;8.168764e-01;6.441462e-01;1.120429e-02;1.024443e-02;5.271818e-03;-1.063520e+01
111;1.110000;3;1.567536e+02;1.047460e+02;7.024232e+01;9.157029e-01;9.021780e-01;6.357867e-01;1.941619e-02;1.673171e-02;4.493876e-03;-1.036538e+01
112;1.120000;2;1.193527e+02;8.976060e+01;0;9.210910e-01;8.477751e-01;0;1.811890e-02;9.392325e-03;0;-1.058881e+01
113;1.130000;3;2.037964e+02;1.200042e+02;1.010266e+02;9.026095e-01;8.972089e-01;2.384300e-01;1.108868e-02;1.050609e-02;1.418035e-03;-1.099494e+01
114;1.140000;1;1.026896e+02;0;0;8.638507e-01;0;0;2.303396e-02;0;0;-9.957767e+00
115;1.150000;2;1.148881e+02;5.316639e+01;0;9.212418e-01;3.495193e-01;0;1.238055e-02;1.498999e-03;0;-1.161261e+01
116;1.160000;1;1.214776e+02;0;0;9.067400e-01;0;0;1.378576e-02;0;0;-1.073468e+01
117;1.170000;2;1.857348e+02;9.306599e+01;0;9.386114e-01;8.944038e-01;0;1.653472e-02;9.612492e-03;0;-1.102035e+01
118;1.180000;1;9.668549e+01;0;0;9.183526e-01;0;0;1.306417e-02;0;0;-1.111171e+01
119;1.190000;2;1.853347e+02;9.181732e+01;0;8.149909e-01;7.680818e-01;0;1.327258e-02;1.058799e-02;0;-1.094422e+01
120;1.200000;3;1.607795e+02;1.403538e+02;9.803313e+01;8.633574e-01;8.168123e-01;8.126593e-01;1.002321e-02;7.476473e-03;7.310732e-03;-1.114669e+01
121;1.210000;3;1.491335e+02;8.870319e+01;5.867717e+01;9.102276e-01;8.450910e-01;3.532066e-02;1.150059e-02;6.664786e-03;1.070237e-03;-1.127862e+01
122;1.220000;3;1.354353e+02;1.010423e+02;8.612357e+01;9.142138e-01;6.445771e-01;7.451850e-02;1.014434e-02;2.448477e-03;9.403157e-04;-1.115783e+01
123;1.230000;3;1.981486e+02;9.694370e+01;8.353062e+01;9.358757e-01;8.746265e-01;6.898444e-01;1.613467e-02;8.252329e-03;3.335823e-03;-1.071769e+01
124;1.240000;2;1.053802e+02;8.925837e+01;0;9.156347e-01;5.036385e-01;0;2.502227e-02;4.252972e-03;0;-1.037170e+01
125;1.250000;3;1.837183e+02;1.008588e+02;6.680988e+01;7.725955e-01;7.345473e-01;6.156626e-01;1.139054e-02;9.757900e-03;6.739550e-03;-1.044321e+01
126;1.260000;2;1.299331e+02;9.642123e+01;0;9.165753e-01;7.991387e-01;0;2.230019e-02;9.262051e-03;0;-1.007559e+01
127;1.270000;3;1.097019e+02;9.707500e+01;8.585860e+01;9.312685e-01;4.914640e-01;2.066101e-01;1.930629e-02;2.609354e-03;1.672507e-03;-1.056683e+01
128;1.280000;2;1.283320e+02;8.384122e+01;0;9.192147e-01;7.497525e-01;0;1.415275e-02;4.568812e-03;0;-1.108872e+01
129;1.290000;3;3.075713e+02;1.007519e+02;6.778777e+01;9.325148e-01;9.198441e-01;0;2.126498e-02;1.790349e-02;2.156694e-04;-1.067024e+01
130;1.300000;1;8.930882e+01;0;0;8.815297e-01;0;0;1.429335e-02;0;0;-1.065071e+01
131;1.310000;2;1.022507e+02;6.750132e+01;0;8.947463e-01;6.277089e-01;0;1.885096e-02;5.329523e-03;0;-1.043621e+01
132;1.320000;3;1.275036e+02;8.839540e+01;5.930456e+01;9.055257e-01;8.315585e-01;0;1.405055e-02;7.880576e-03;5.041555e-04;-1.114129e+01
133;1.330000;2;1.082867e+02;7.385756e+01;0;8.895896e-01;6.261365e-01;0;2.333801e-02;6.892243e-03;0;-1.007020e+01
134;1.340000;2;1.387585e+02;9.484734e+01;0;9.356872e-01;7.320110e-01;0;2.276305e-02;5.462740e-03;0;-1.067498e+01
135;1.350000;2;1.150591e+02;8.271338e+01;0;9.173599e-01;6.983017e-01;0;2.698109e-02;7.390559e-03;0;-1.038163e+01
136;1.360000;2;1.496657e+02;6.437362e+01;0;9.204704e-01;5.613773e-01;0;2.104214e-02;3.815291e-03;0;-1.042737e+01
137;1.370000;2;1.255293e+02;8.573863e+01;0;9.164380e-01;7.803107e-01;0;3.517152e-02;1.337799e-02;0;-9.274696e+00
138;1.380000;2;1.063226e+02;7.239131e+01;0;9.051446e-01;5.620831e-01;0;5.435704e-02;1.177406e-02;0;-8.310004e+00
139;1.390000;3;1.364811e+02;9.446741e+01;6.162696e+01;9.191090e-01;8.685036e-01;3.861283e-01;7.130962e-02;4.386665e-02;9.396600e-03;-7.994356e+00
140;1.400000;2;1.156735e+02;8.311228e+01;0;9.210782e-01;8.011836e-01;0;7.661904e-02;3.041454e-02;0;-8.054920e+00
141;1.410000;2;1.009755e+02;6.704298e+01;0;9.065418e-01;6.312760e-01;0;5.323840e-02;1.349401e-02;0;-8.521482e+00
142;1.420000;3;1.302224e+02;9.045853e+01;5.815054e+01;9.120190e-01;7.319272e-01;5.505319e-01;6.464772e-02;2.121725e-02;1.265444e-02;-8.152786e+00
143;1.430000;2;1.172577e+02;8.228835e+01;0;9.032599e-01;7.968525e-01;0;6.446534e-02;3.069879e-02;0;-8.080948e+00
144;1.440000;2;1.008775e+02;6.664374e+01;0;9.138811e-01;5.467215e-01;0;7.166693e-02;1.361608e-02;0;-8.033697e+00
145;1.450000;3;1.302856e+02;8.931142e+01;5.828820e+01;9.081567e-01;7.804154e-01;6.098883e-01;7.391713e-02;3.091652e-02;1.740217e-02;-7.881802e+00
146;1.460000;3;1.168207e+02;8.226404e+01;5.022988e+01;9.160574e-01;7.923712e-01;4.285312e-01;7.729010e-02;3.124773e-02;1.135308e-02;-7.884897e+00
147;1.470000;2;1.007354e+02;6.801169e+01;0;8.944762e-01;4.970908e-01;0;6.385296e-02;1.339806e-02;0;-7.793989e+00
148;1.480000;3;1.375120e+02;9.403021e+01;6.119823e+01;9.131896e-01;8.695303e-01;8.798298e-02;7.270088e-02;4.837288e-02;6.920039e-03;-7.811094e+00
149;1.490000;2;1.188356e+02;8.405037e+01;0;9.219797e-01;8.292854e-01;0;9.326603e-02;4.262463e-02;0;-7.603225e+00
150;1.500000;2;1.036131e+02;7.166669e+01;0;9.010698e-01;5.633569e-01;0;8.850945e-02;2.005359e-02;0;-7.329455e+00
151;1.510000;3;1.330333e+02;9.274715e+01;5.936467e+01;9.195213e-01;8.163419e-01;4.407499e-01;1.215126e-01;5.324664e-02;1.748623e-02;-6.963962e+00
152;1.520000;2;1.145288e+02;8.253369e+01;0;8.991513e-01;7.873087e-01;0;1.097500e-01;5.203853e-02;0;-6.921427e+00
153;1.530000;2;9.969112e+01;6.574825e+01;0;9.064869e-01;6.604956e-01;0;1.208020e-01;3.327368e-02;0;-6.950526e+00
154;1.540000;3;1.256056e+02;8.594156e+01;5.670918e+01;9.167705e-01;8.299533e-01;6.230320e-01;1.486682e-01;7.276579e-02;3.282397e-02;-6.742281e+00
155;1.550000;3;1.671848e+02;1.076752e+02;7.437321e+01;9.041791e-01;8.765621e-01;6.704579e-01;1.042715e-01;8.094259e-02;3.031900e-02;-6.961488e+00
156;1.560000;3;1.385585e+02;9.631632e+01;6.399163e+01;9.222219e-01;8.955169e-01;0;1.290660e-01;9.607777e-02;9.392934e-03;-6.818061e+00
157;1.570000;2;1.184971e+02;8.438384e+01;0;9.141185e-01;8.436335e-01;0;1.346757e-01;7.396824e-02;0;-6.832955e+00
158;1.580000;3;3.068985e+02;1.024249e+02;6.871481e+01;8.852870e-01;8.834288e-01;6.280025e-01;1.068251e-01;1.051223e-01;3.294171e-02;-6.850671e+00
159;1.590000;3;1.346956e+02;9.220931e+01;5.959929e+01;9.162093e-01;8.310531e-01;5.593758e-01;1.246855e-01;6.183885e-02;2.371064e-02;-6.882476e+00
160;1.600000;2;1.156577e+02;8.298515e+01;0;9.112967e-01;8.167846e-01;0;1.190182e-01;5.762237e-02;0;-6.924481e+00
161;1.610000;2;1.012474e+02;6.750226e+01;0;9.044099e-01;5.727243e-01;0;1.146523e-01;2.564998e-02;0;-6.858517e+00
162;1.620000;3;1.325270e+02;9.175867e+01;5.918726e+01;9.050016e-01;8.182033e-01;5.264265e-01;1.083176e-01;5.660164e-02;2.172840e-02;-6.946272e+00
163;1.630000;3;1.167267e+02;8.306145e+01;5.017776e+01;9.054813e-01;7.996480e-01;5.397290e-01;1.180120e-01;5.567377e-02;2.423430e-02;-6.946612e+00
164;1.640000;3;1.021043e+02;7.217782e+01;6.896574e+01;8.777605e-01;5.346380e-01;5.256849e-01;8.989648e-02;2.361366e-02;2.316793e-02;-6.970350e+00
165;1.650000;3;1.376276e+02;9.433711e+01;6.078143e+01;9.018096e-01;8.470700e-01;5.586424e-01;1.123358e-01;7.212651e-02;2.499177e-02;-6.890216e+00
166;1.660000;3;1.192595e+02;8.386581e+01;5.104560e+01;9.043120e-01;8.157867e-01;5.757574e-01;1.141460e-01;5.929209e-02;2.574563e-02;-6.944538e+00
167;1.670000;3;1.640451e+02;1.051808e+02;7.430019e+01;8.824801e-01;8.750262e-01;5.617521e-01;8.671893e-02;8.154667e-02;2.325441e-02;-7.035606e+00
168;1.680000;3;2.790763e+02;1.409025e+02;9.580837e+01;9.100456e-01;9.043447e-01;8.855944e-01;1.108620e-01;1.042549e-01;8.716817e-02;-6.973093e+00
169;1.690000;3;1.205167e+02;8.453584e+01;5.474923e+01;9.164585e-01;8.132995e-01;5.234327e-01;1.456308e-01;6.516437e-02;2.552886e-02;-6.753513e+00
